,,,,,,,,,,,,,,,,,,,,,,,,,,,Prereq's,150 min. 
WFM Ent,QM 
Trans bot (speech),Non Speech Customers,Rec +
voice capture,Saas has Voice Capture,includes Trans,requires trans,requires trans
"Replay Systems, Inc.",Macon-Bibb County E911,150-499,,157,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",United States Department of Energy,150-499,,157,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,"Healthwell Foundation, Inc",150-499,,157,SaaS,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,YUMA REGIONAL MEDICAL CENTER,150-499,,156,Term,0,18,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,11232,2304,8640,3546,10800,2160,38682
"ISI Telemanagement Solutions, LLC",Baltimore County Public Schools,150-499,,156,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,,,0,,,,,,,,,0
Evolve IP LLC,Elara Caring,150-499,,156,SaaS,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Group Elite Communications Inc.,"Tacoma Public Utilities - Tacoma, WA",150-499,,155,Term,0,155,155,155,0,90,155,0,146,0,0,0,0,0,0,0,0,0,0,0,,,37200,37200,18600,96720,19840,74400,30535,93000,,407495
"Cisco Systems, Inc.",Yale New Haven Hospital,150-499,,155,Perpetual,0,155,155,155,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37200,37200,18600,96720,19840,74400,30535,93000,,407495
"ISI Telemanagement Solutions, LLC",Northwest Orthopaedic Specialists,150-499,,155,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Citrus County Sheriff's Office,150-499,,155,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Wicomico Emergency 911,150-499,,154,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,,,0,,,,,,,,,0
"Goserco, Inc.",AT&T - San Bernardino Police Department,150-499,,152,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,,,0,,,,,,,,,0
"Cisco Systems, Inc.",Denver Health and Hospitals,150-499,,151,Term,0,150,50,150,0,0,151,0,151,0,0,0,0,0,0,0,0,0,0,0,,,36240,36000,18000,93600,19200,72000,29550,90000,,394590
"ISI Telemanagement Solutions, LLC",Allegacy Federal Credit Union,150-499,,151,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",City of Leander,150-499,,151,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Maryland Transportation Authority (MTA),150-499,,151,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,,,0,,,,,,,,,0
Avaya LLC,State of New Mexico,150-499,,150,Term,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,93600,19200,72000,29550,90000,18000,322350
Avaya LLC,Guardian Alarm,150-499,,150,Term,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,93600,19200,72000,29550,90000,,304350
Avaya LLC,Blue Cross Blue Shield of Mississippi,150-499,,150,Perpetual,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Otis Elevator Company (OTIS),150-499,,150,SaaS,0,0,0,150,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,,,0,36000,18000,,,,,,,54000
"ISI Telemanagement Solutions, LLC",Banco Itau S/A,150-499,,150,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",City of Kelowna Airport,150-499,,150,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Omaha National,150-499,,150,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Humana Inc,150-499,,150,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,,,0,,,,,,,,,0
The Ayco Company LP,"The Goldman Sachs Group, Inc.",150-499,,150,SaaS,0,0,0,0,0,0,150,0,150,0,0,0,0,0,0,0,0,0,0,0,,,36000,,,,,,,,,36000
Vonage Business Limited,"Clearone Advantage, LLC",150-499,,150,SaaS,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,DISA Global Solutions,150-499,,150,SaaS,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.","Ken Garff Automotive, LLC",150-499,,150,SaaS,0,0,0,150,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,,,0,36000,18000,,,,,,,54000
Sound Communications Inc.,Wicomico Emergency 911,Under 150,,146,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Citadel Federal Credit Union,Under 150,,144,Term,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,17280,17280
Avaya LLC,Avnet Inc.,Under 150,,144,Term,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,17280,17280
Avaya LLC,Medica Health Plans,Under 150,,144,Term,0,0,0,0,0,144,0,0,0,0,0,0,58,0,0,0,0,0,0,0,,,0,,,,,,,,,0
BT Americas Inc.,"Bridgewater Associates, LP",Under 150,,144,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Maricopa Integrated Health Services,Under 150,,141,Term,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,16920,16920
Avaya LLC,Guard.Me International Insurance,Under 150,,141,Perpetual,0,140,141,140,0,0,40,0,0,140,0,0,0,0,0,0,0,0,0,0,,,9600,33600,,,,,,,,43200
Avaya LLC,Associated RGNL & Univ Pathologists (ARUP),Under 150,,140,Term,0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Cisco Systems, Inc.","Starkey Laboratories, Inc",Under 150,,140,SaaS,0,140,0,140,140,140,140,0,140,140,0,0,0,0,0,0,0,0,0,0,,,33600,,,,,,,,,33600
"ISI Telemanagement Solutions, LLC",Birmingham Water Works Board,Under 150,,140,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,Conga Solutions,Under 150,,140,SaaS,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",Atlantic Union Bank,Under 150,,140,SaaS,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Somerset Department of Emergency Services,Under 150,,139,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Covenant Health Care,Under 150,,138,Term,0,138,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Goserco, Inc.",Durango / La Plata Emergency Communications Center,Under 150,,138,Perpetual,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Durango / La Plata Emergency Communications Center,Under 150,,138,Perpetual,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Benefis Healthcare,Under 150,,136,Perpetual,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,0,,,,,,,,16320,16320
Vonage Business Limited,"Labor First, LLC",Under 150,,136,SaaS,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Arrias Technical Solutions Inc.,City of Saskatoon,Under 150,,135,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Memphis Police Department,Under 150,,134,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Shelby County Sheriff,Under 150,,134,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Jefferson City Police Department,Under 150,,133,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,Jefferson City Police Department,Under 150,,133,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,,,0,,,,,,,,,0
Avaya LLC,State of Washington Health Care Authority,Under 150,,132,Term,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,15840,15840
Avaya LLC,Peace Health Oregon Region,Under 150,,130,Term,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,15600,15600
"ISI Telemanagement Solutions, LLC",Florida Health Care Plan,Under 150,,130,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,,,0,,,,,,,,,0
"Cameo Global, Inc.","Champion Energy Service, LLC",Under 150,,130,SaaS,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31200,,,,,,,,,31200
Kova Corporation,Orleans Parish Communication District,Under 150,,129,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",SSM Health,Under 150,,129,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,,,0,,,,,,,,,0
"Arrow Enterprise Computing Solutions, Inc",Federal Mogul Motorparts LLC,Under 150,,129,Perpetual,0,129,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,,,0,30960,15480,,,,,,15480,61920
"Intrado Life & Safety Canada, Inc.",Orleans Parish Communication District,Under 150,,129,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Metropolitan Airport Commission,Under 150,,128,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,,,0,,,,,,,,,0
Arrias Technical Solutions Inc.,Regional Municipality of York,Under 150,,128,Perpetual,0,0,0,0,0,0,128,0,128,0,0,0,0,0,0,0,0,0,0,0,,,30720,,,,,,,,,30720
Avaya LLC,"United Automobile Insurance Group, Inc.",Under 150,,126,Perpetual,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,15120,15120
"ConvergeOne, Inc","United Automobile Insurance Group, Inc.",Under 150,,126,Perpetual,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,15120,15120
"ISI Telemanagement Solutions, LLC",Texas Mutual Insurance,Under 150,,126,Perpetual,0,126,0,50,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,,,12000,12000,6000,,,,,,15120,45120
"Motorola Solutions, Inc.",City of Gatineau,Under 150,,126,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Texas Mutual Insurance,Under 150,,125,Perpetual,0,125,0,50,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,,,12000,12000,6000,,,,,,15000,45000
"ConvergeOne, Inc","Evergy Services, Inc.",Under 150,,125,SaaS,0,125,0,125,0,125,0,0,125,125,0,0,0,0,0,0,0,0,0,0,,,0,30000,,,,,,,,30000
"ConvergeOne, Inc",Wescom Credit Union,Under 150,,125,Term,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30000,,,,,,,,,30000
"ISI Telemanagement Solutions, LLC",Kelley Kronenberg,Under 150,,125,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",North County Dispatch JPA,Under 150,,125,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Imperial Capital,Under 150,,123,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Northern PA Radio System (NTRTP),Under 150,,121,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Tidelands Health Systems,Under 150,,121,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Communication Federal Credit Union,Under 150,,121,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","McLane Company, Inc.",Under 150,,121,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",New Mexico Aging and Long Term Services Department,Under 150,,121,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,,,0,,,,,,,,,0
New Era Technology CX,Lifeway Christian Resources,Under 150,,121,Perpetual,0,120,121,120,0,120,110,0,120,0,0,0,0,0,0,0,0,0,0,0,,,26400,28800,14400,,,,,,,69600
Avaya LLC,Suncor Wood Buffalo,Under 150,,120,Term,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,14400,14400
Avaya LLC,Vets First Choice,Under 150,,120,Term,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,14400,14400
Avaya LLC,Matanuska Telephone Assocaiation (MTA),Under 150,,120,Term,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Cisco Systems, Inc.",Lifeway Christian Resources,Under 150,,120,Perpetual,0,0,120,120,0,120,110,0,120,0,0,0,0,0,0,0,0,0,0,0,,,26400,28800,14400,,,,,,,69600
"ISI Telemanagement Solutions, LLC",Banco De Credito & Inversiones,Under 150,,120,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,,,0,,,,,,,,,0
"Cameo Global, Inc.",Lifeway Christian Resources,Under 150,,120,Perpetual,0,120,120,120,0,120,110,0,120,0,0,0,0,0,0,0,0,0,0,0,,,26400,28800,14400,,,,,,,69600
Avaya LLC,C3i Solutions,Under 150,,118,Perpetual,0,118,118,118,118,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Hartford Hospital,Under 150,,117,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,Associa Inc.,Under 150,,116,SaaS,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,Michelin North America Inc.,Under 150,,115,SaaS,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,U.S. Nuclear Regulatory Commission,Under 150,,114,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Floyd County GA,Under 150,,113,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,,,0,,,,,,,,,0
Avaya LLC,OneAmerica Financial Partners,Under 150,,111,Term,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","Town of Middletown, DE",Under 150,,111,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Pacific Service Credit Union,Under 150,,110,Term,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,13200,13200
"Amazon Web Services, Inc.","Sportsmans Warehouse Holdings, Inc.",Under 150,,110,SaaS,0,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,,,0,26400,13200,,,,,,,39600
"ISI Telemanagement Solutions, LLC",American Eagle Outfitters,Under 150,,110,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Karmanos Cancer Institute,Under 150,,110,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",LAFCU,Under 150,,110,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Dorchester County Department of Emergency Services,Under 150,,110,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,"Juniper Networks, Inc.",Under 150,,110,SaaS,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,"iCIMS, Inc.",Under 150,,110,SaaS,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Central Arkansas Water,Under 150,,109,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Solano County Sheriff's Department,Under 150,,109,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.","Acuity Eye La Jolla, P.C.",Under 150,,108,SaaS,0,0,0,108,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,,,0,25920,12960,,,,,,,38880
Carousel Industries of North America,Salinas Valley Memorial,Under 150,,107,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,,,0,,,,,,,,,0
Carousel Industries of North America,MFS Investment Management,Under 150,,106,SaaS,106,106,0,62,62,0,0,0,0,76,0,62,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Presidio Networked Solutions, LLC",WSECU,Under 150,,105,Perpetual,0,0,0,0,0,0,105,0,74,0,0,0,0,0,0,0,0,0,0,0,,,25200,,,,,,,,,25200
TELUS,Electrical Safety Authority (ESA),Under 150,,105,Term,0,104,105,104,0,104,0,0,104,0,0,0,0,0,0,0,0,0,0,0,,,0,24960,12480,,,,,,,37440
"BEI Holdings, Inc. (DBA: Business Electronics)",State of Delaware,Under 150,,105,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",DE Transit,Under 150,,104,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",Silac Insurance Company,Under 150,,104,SaaS,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Holston Medical Group,Under 150,,103,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Sonora Quest Laboratories,Under 150,,102,Term,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,12240,12240
Geomant UK Ltd,City of Oceanside,Under 150,,102,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,,,0,,,,,,,,,0
Group Elite Communications Inc.,Denver Health and Hospitals,Under 150,,101,Term,0,100,0,100,0,0,101,0,101,0,0,0,0,0,0,0,0,0,0,0,,,24240,24000,12000,,,,,,12000,72240
"ISI Telemanagement Solutions, LLC","Federal Home Loan Bank of Indianapolis, IN",Under 150,,101,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",GI Associates,Under 150,,101,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Grande Ronde Hospital,Under 150,,101,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Bombardier Transportation (PS),Under 150,,101,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,,,0,,,,,,,,,0
Avaya LLC,The School District of Philadelphia,Under 150,,100,Term,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,12000,12000
Avaya LLC,World Strides,Under 150,,100,Term,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,12000,12000
Avaya LLC,Orange County Board of County Commissioners,Under 150,,100,Perpetual,0,50,0,50,0,60,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,,0,12000,6000,,,,,,6000,24000
BT Americas Inc.,"AQR Capital Management, LLC",Under 150,,100,Perpetual,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,12000,12000
"Presidio Networked Solutions, LLC",Denver Health and Hospitals,Under 150,,100,Term,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,,,24000,24000,12000,,,,,,12000,72000
"Immix Technology, Inc.",National Archives and Records Administration,Under 150,,100,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,,0,,,,,,,,,0
"Atos IT Solutions and Services, Inc.",University of Texas Southwest Medical Center,Under 150,,100,SaaS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Larned State Hospital,Under 150,,100,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Henrico County,Under 150,,100,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,0,,,,,,,,,0
Arrias Technical Solutions Inc.,Ontario Power Generation,Under 150,,100,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,Varidesk LLC,Under 150,,100,SaaS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Unify, Inc.",University of Texas Southwest Medical Center,Under 150,,100,SaaS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Custodia Technology Americas Inc.,Liberty Mutual,Under 150,,100,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",AmaWaterways,Under 150,,100,SaaS,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24000,,,,,,,,,24000
"ISI Telemanagement Solutions, LLC",City of London Investment Management,Under 150,,98,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Sunnyvale Police Dept.,Under 150,,98,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",BOONE COUNTY FISCAL COURT,Under 150,,98,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,,,0,,,,,,,,,0
TELUS,"Fortis Alberta, Inc.",Under 150,,97,Perpetual,0,97,0,92,0,0,92,0,92,92,0,0,0,0,0,0,0,0,0,0,,,22080,22080,,,,,,,11640,55800
"BEI Holdings, Inc. (DBA: Business Electronics)",Yonkers Police Department,Under 150,,97,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Yonkers Police Department,Under 150,,97,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,,,0,,,,,,,,,0
"Talkdesk, Inc.","Docebo, Inc.",Under 150,,94,SaaS,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Mountainview Hospital,Under 150,,93,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",First National Bank and Trust,Under 150,,92,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,,,0,,,,,,,,,0
"Talkdesk, Inc.",Zenbusiness Pbc,Under 150,,92,SaaS,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Spokane Transit Authority,Under 150,,92,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Illinois Hospital Association,Under 150,,91,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","Mueller, Inc",Under 150,,91,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Extraco Banks,Under 150,,91,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,FAA,Under 150,,90,Term,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,10800,10800
